-4.427326,6.003135
-4.286179,6.019283
-4.144930,6.024027
-4.004053,6.017889
-3.863915,6.001476
-3.724794,5.975501
-3.586897,5.940720
-3.450379,5.897982
-3.315361,5.848203
-3.181932,5.792400
-3.050168,5.731675
-2.920124,5.667224
-2.791820,5.600287
-2.665163,5.532061
-2.540707,5.464087
-2.416338,5.396371
-2.292024,5.328907
-2.167731,5.261685
-2.043420,5.194693
-1.919049,5.127911
-1.794573,5.061317
-1.669947,4.994884
-1.545129,4.928584
-1.420085,4.862385
-1.294786,4.796261
-1.169215,4.730187
-1.043363,4.664139
-0.917235,4.598101
-0.790844,4.532056
-0.664218,4.465995
-0.537390,4.399909
-0.410412,4.333799
-0.283142,4.267511
-0.155890,4.201180
-0.028673,4.134795
0.098489,4.068348
0.225575,4.001834
0.352565,3.935250
0.479442,3.868594
0.606194,3.801866
0.732812,3.735067
0.859290,3.668198
0.985628,3.601263
1.111825,3.534263
1.237884,3.467203
1.363806,3.400085
1.489600,3.332913
1.615274,3.265695
1.740841,3.198437
1.866308,3.131144
1.991688,3.063822
2.116991,2.996479
2.242235,2.929121
2.367428,2.861753
2.492584,2.794381
2.617686,2.727026
2.742788,2.659690
2.867901,2.592382
2.993038,2.525110
3.118215,2.457884
3.243442,2.390709
3.368742,2.323599
3.494134,2.256568
3.619638,2.189624
3.745273,2.122780
3.871056,2.056046
3.997000,1.989427
4.123116,1.922930
4.249417,1.856561
4.375905,1.790321
4.502585,1.724211
4.629458,1.658231
4.756518,1.592376
4.883763,1.526642
5.011184,1.461024
5.138768,1.395513
5.266502,1.330098
5.394371,1.264769
5.522362,1.199518
5.650461,1.134334
5.778651,1.069208
5.906918,1.004129
6.035346,0.939035
6.163667,0.873845
6.291775,0.808469
6.419562,0.742820
6.546923,0.676815
6.673753,0.610374
6.799950,0.543421
6.925417,0.475880
7.050053,0.407676
7.173412,0.338468
7.294470,0.267519
7.412249,0.194173
7.525899,0.117875
7.634680,0.038148
7.738049,-0.045344
7.835558,-0.132875
7.926864,-0.224642
8.011723,-0.320771
8.089974,-0.421328
8.161524,-0.526327
8.226285,-0.635770
8.284208,-0.749620
8.335283,-0.867799
8.379507,-0.990205
8.416902,-1.116688
8.447528,-1.247040
8.471475,-1.380975
8.488898,-1.518101
8.500033,-1.657881
8.505226,-1.799605
