8.504950,-1.942410
8.499793,-2.085476
8.490419,-2.228454
8.477478,-2.371331
8.460875,-2.514037
8.440466,-2.656383
8.416106,-2.798136
8.387659,-2.939048
8.354999,-3.078865
8.318004,-3.217328
8.276576,-3.354181
8.230621,-3.489173
8.180063,-3.622061
8.124834,-3.752609
8.064879,-3.880595
8.000148,-4.005806
7.930595,-4.128036
7.856196,-4.247102
7.776939,-4.362837
7.692796,-4.475068
7.603731,-4.583622
7.509704,-4.688317
7.410658,-4.788935
7.306554,-4.885209
7.197414,-4.976782
7.083355,-5.063156
6.964651,-5.143762
6.841628,-5.217855
6.714778,-5.284668
6.584748,-5.343516
6.452251,-5.393822
6.318010,-5.435223
6.182676,-5.467508
6.046816,-5.490616
5.910899,-5.504648
5.775304,-5.509745
5.640328,-5.506138
5.506199,-5.494105
5.373081,-5.473972
5.241092,-5.446073
5.110300,-5.410801
4.980735,-5.368579
4.852383,-5.319893
4.725195,-5.265287
4.599097,-5.205312
4.473985,-5.140578
4.349728,-5.071745
4.226173,-4.999525
4.103143,-4.924676
3.980449,-4.848007
3.857879,-4.770371
3.735298,-4.692765
3.612704,-4.615223
3.492134,-4.537847
3.373788,-4.459720
3.257925,-4.380082
3.144851,-4.298230
3.034879,-4.213557
2.928376,-4.125521
2.825671,-4.033714
2.727106,-3.937802
2.633007,-3.837545
2.543669,-3.732792
2.459343,-3.623491
2.380251,-3.509653
2.306562,-3.391375
2.238361,-3.268834
2.175726,-3.142232
2.118616,-3.011855
2.066984,-2.877991
2.020686,-2.740977
1.979510,-2.601168
1.943201,-2.458921
1.911471,-2.314582
1.884491,-2.171234
1.853234,-2.032445
1.817170,-1.897719
1.775931,-1.766885
1.729219,-1.639954
1.676833,-1.516972
1.618642,-1.397989
1.554537,-1.283060
1.484462,-1.172217
1.408347,-1.065511
1.326145,-0.962983
1.237784,-0.864706
1.143166,-0.770777
1.042183,-0.681320
0.934732,-0.596482
0.820687,-0.516469
0.699910,-0.441607
0.572523,-0.372344
0.439715,-0.309630
0.303709,-0.254531
0.165992,-0.207399
0.027404,-0.168188
-0.111536,-0.136750
-0.250494,-0.112800
-0.389252,-0.096030
-0.527671,-0.086125
-0.665665,-0.082777
-0.803184,-0.085667
-0.940205,-0.094493
-1.076723,-0.108958
-1.212753,-0.128714
-1.348322,-0.153413
-1.483466,-0.182685
-1.618231,-0.216144
-1.752670,-0.253385
-1.886846,-0.293991
-2.020836,-0.337532
-2.154748,-0.383582
-2.289486,-0.427861
-2.424681,-0.469855
-2.560374,-0.509199
-2.696595,-0.545581
-2.833367,-0.578705
-2.970705,-0.608303
-3.108614,-0.634152
-3.247089,-0.656053
-3.386110,-0.673855
-3.525652,-0.687431
-3.665677,-0.696677
-3.806136,-0.701527
-3.946972,-0.701921
-4.088118,-0.697841
-4.229496,-0.689266
-4.371019,-0.676215
-4.512590,-0.658739
-4.654105,-0.636915
-4.795456,-0.610822
-4.936522,-0.580536
-5.077180,-0.546158
-5.217295,-0.507797
-5.356727,-0.465561
-5.495324,-0.419562
-5.632598,-0.369333
-5.767191,-0.314205
-5.897469,-0.253821
-6.022269,-0.187957
-6.140759,-0.116439
-6.252388,-0.039198
-6.356824,0.043740
-6.453810,0.132348
-6.543181,0.226556
-6.624860,0.326252
-6.698798,0.431316
-6.764956,0.541624
-6.823344,0.657019
-6.873937,0.777354
-6.916750,0.902444
-6.951785,1.032079
-6.979122,1.165969
-6.998889,1.303735
-7.011268,1.444888
-7.016606,1.588736
-7.015387,1.734361
-7.008285,1.880572
-6.996165,2.026069
-6.979985,2.170167
-6.960611,2.312987
-6.938221,2.454593
-6.912805,2.594980
-6.884353,2.734144
-6.852856,2.872080
-6.818304,3.008784
-6.780686,3.144252
-6.739994,3.278480
-6.696217,3.411464
-6.649345,3.543198
-6.599370,3.673679
-6.546281,3.802903
-6.490069,3.930865
-6.430723,4.057561
-6.368235,4.182987
-6.302593,4.307138
-6.233784,4.430002
-6.161783,4.551548
-6.086561,4.671743
-6.008092,4.790555
-5.926349,4.907949
-5.841305,5.023893
-5.752933,5.138354
-5.660180,5.250794
-5.562031,5.360435
-5.457702,5.466144
-5.346769,5.566467
-5.229283,5.659815
-5.105670,5.744573
-4.976723,5.819373
-4.843391,5.883084
-4.706734,5.935064
-4.567748,5.975021
-4.427326,6.003135
